ROG3,PeopleID3,ROP3,PeopNameInCountry,ROG2,Continent,RegionName,ISO3,LocationInCountry,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,PeopNameAcrossCountries,Population,Category,ROL3,PrimaryLanguageName,PrimaryLanguageDialect,NumberLanguagesSpoken,OfficialLang,SpeakNationalLang,BibleStatus,BibleYear,NTYear,PortionsYear,TranslationNeedQuestionable,JPScale,JPScalePC,JPScalePGAC,LeastReached,LeastReachedPC,LeastReachedPGAC,GSEC,JF,AudioRecordings,NTOnline,RLG3,RLG3PC,RLG3PGAC,PrimaryReligion,PrimaryReligionPC,PrimaryReligionPGAC,RLG4,ReligionSubdivision,PCIslam,PCNonReligious,PCUnknown,SecurityLevel,LRTop100,PhotoAddress,PhotoCredits,PhotoCreditURL,PhotoCreativeCommons,PhotoCopyright,PhotoPermission,ProfileTextExists,CountOfCountries,CountOfProvinces,Longitude,Latitude,Ctry,IndigenousCode,PercentAdherents,PercentChristianPC,NaturalName,NaturalPronunciation,PercentChristianPGAC,PercentEvangelical,PercentEvangelicalPC,PercentEvangelicalPGAC,PCBuddhism,PCEthnicReligions,PCHinduism,PCOtherSmall,RegionCode,PopulationPGAC,Frontier,MapAddress,PhotoCCVersionText,PhotoCCVersionURL,MapCredits,MapCreditURL,MapCopyright,MapCCVersionText,MapCCVersionURL,Window1040,PeopleGroupMapURL,PeopleGroupMapExpandedURL,PeopleGroupURL,PeopleGroupPhotoURL,CountryURL,JPScaleText,JPScaleImageURL,Summary,Obstacles,HowReach,PrayForChurch,PrayForPG,BibleStatusText
"TS","10395","100448","Bedouin, Rabiya","AFR","Africa","Africa, North and Middle East","TUN",,"10","A001","Arab World","137","C0041","Bedouin, Saharan","Bedouin, Rabiya","1300","3","aeb","Arabic, Tunisian",,"1","Arabic, Standard",,"4",,"1847-2011","1903–2014",,"1","1","1","Y","Y","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.989999999999995","0","0","2","N","p10395.jpg","Source Unknown","https://www.etnopedia.org","N","Y","Y","Y","1",,"10.151139000000001","36.808846000000003","Tunisia","Y","0.01","0.002","Rabiya Bedouin",,"0.01","0.01","0","0.01","0","0","0","0","6","1300","Y","m00009.png","","","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00009.png","","https://joshuaproject.net/people_groups/10395/TS","https://joshuaproject.net/assets/media/profiles/photos/p10395.jpg","https://joshuaproject.net/countries/TS","Unreached","https://joshuaproject.net/images/scale1.jpg","The name Bedouin means desert dwellers, in Arabic. The Bedouin are made up of tribes and clans, but these divisions are often hidden from outsiders. Tribes are led by a Sheikh (""old man"", in Arabic.) Many modern Bedouins have exchanged their nomadic and tribal traditions for an urban lifestyle, but they typically retain much of traditional Bedouin culture. Traditions like camel riding and camping in the deserts are popular leisure activities for urbanised Bedouins living close to deserts. In most countries in the Middle East the Bedouin have no land rights, only users' privileges. Bedouins are hailed by other Arabs as ""ideal"" Arabs, because of their rich oral poetic tradition, their herding lifestyle and their traditional code of honor.","Tradition has a strong hold on the Bedouin, and the Islamic religion is a part of this tradition.","Bedouin often have cell phones, even those still living in the desert, and they may have a satellite TV antenna. Perhaps some will learn of Christian television and Christian resources available on the internet. Pray especially for the youth to discover these resources.","There may be a few Christian believers among the Bedouin of Tunisia, but this is not certain. Please pray for any believers, that they will be able to acquire scripture in recorded form and in written form.","As the ancient traditions of the Bedouin are eroded by modernity they may become more open to the good news about Jesus. Please pray their current religion will not provide satisfaction and that they will begin to search for truth as it is found in Jesus Christ.","New Testament"
"MU","10572","100772","Arab, Bahraini","ASI","Asia","Africa, North and Middle East","OMN","Az Zahirah and Al Batinah governorates.","10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Bahraini","17000","1","abv","Arabic, Baharna",,"1","Arabic, Standard",,"2",,,,,"1","1","1","Y","Y","Y","1","N","Y",,"6","6","6","Islam","Islam","Islam",,,"97","0","0","2","N","p10572.jpg","Al Jazeera - Flickr","https://flickr.com/photos/aljazeeraenglish/5445289909","Y","N","N","Y","2",,"57.110819999999997","23.297460000000001","Oman","N","3","0.40500000000000003","Bahraini Arab","bah-RAY-nee AE-rub","3.391","1","0.11700000000000001","0.90200000000000002","0","0","0","0","6","794000","N","m00122.png","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00122.png","","https://joshuaproject.net/people_groups/10572/MU","https://joshuaproject.net/assets/media/profiles/photos/p10572.jpg","https://joshuaproject.net/countries/MU","Unreached","https://joshuaproject.net/images/scale1.jpg","The Bahraini Arabs believe their ancestry goes back to Ishmael, the son of Abraham and Hagar, his wife's maid. They are the largest people group in Bahrain, which includes over 30 desert islands in the heart of the Persian Gulf. Some of them have migrated to Oman, another small nation on the Arabian Peninsula where the local people are solidly Muslim.","Bahraini Arabs have seen the excesses of Western ""Christian"" culture and they want to distance themselves from it.","Television and radio programs in their dialect of Arabic could serve to reach them about Christ. By being kind and sensitive we can slowly improve the Bahraini Arabs' view of Jesus' followers.","With only a tiny percent of them being followers of Christ, we must pray for them to stay strong and to live their lives for Jesus.","Pray for the Bahraini Arabs to have open hearts to the teachings of Christ and easy access to the JESUS Film.
Pray for them to live fulfilling lives and to have all physical and spiritual needs met.
Pray that Oman would be an incubator for a Bahraini Arab movement to Christ.","Translation started"
"ML","10799","101269","Bedouin, Berabish","AFR","Africa","Africa, West and Central","MLI","Widespread.","10","A001","Arab World","112","C0014","Arab, Hassaniya","Bedouin, Berabish","59000","2","mey","Hassaniyya",,"1","French",,"4",,"Yes","2002-2005",,"1","1","1","Y","Y","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"100","0","0","2","N","p10799.jpg","Ferdinand Reus - Wikimedia","https://commons.wikimedia.org/wiki/File:Mauritanian_Bedouin.jpg","Y","N","N","Y","2",,"-2.3930508950086602","20.155056364887301","Mali","Y","0","0.085999999999999993","Berabish Bedouin",,"0.016","0","0.073999999999999996","0","0","0","0","0","8","133000","Y","m00009.png","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00009.png","","https://joshuaproject.net/people_groups/10799/ML","https://joshuaproject.net/assets/media/profiles/photos/p10799.jpg","https://joshuaproject.net/countries/ML","Unreached","https://joshuaproject.net/images/scale1.jpg","A widely quoted Bedouin saying is: ""I against my brothers, I and my brothers against my cousins, I and my brothers and my cousins against the world."" Bedouins traditionally have strong honor codes, and traditional systems of justice dispensation in Bedouin society typically revolve around such codes. The bisha'a, or ordeal by fire, is a well-known Bedouin practice of lie detection.","These people live in a harsh environment, difficult for outsiders to enter.","Gospel radio will be useful, and visiting workers bringing videos and recordings are needed. Sustained prayer may be the best thing we can do.","Pray for the few followers of Christ among the Bedouin of Mali. They live in a difficult environment. Pray they will have nothing to do with the deeds of darkness, living as children of light.","Pray for the material and physical needs of the Bedouin. Pray they will be able to care properly for their families.","New Testament"
"SU","10745","101173","Baygo","AFR","Africa","Africa, East and Southern","SDN","Primarily north","10","A001","Arab World","117","C0019","Arab, Sudan","Baygo","1400","3","apd","Arabic, Sudanese",,"1","Arabic, Standard",,"4",,"1978-2022","1927-1964",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"100","0","0","2","N","","","","N","N","N","Y","1",,"28.5065699997057","20.694700000304699","Sudan","Y","0","1.3520000000000001","Baygo",,"0","0","0.26800000000000002","0","0","0","0","0","7","1400","Y","","","","","","N","","","Y","","","https://joshuaproject.net/people_groups/10745/SU","","https://joshuaproject.net/countries/SU","Unreached","https://joshuaproject.net/images/scale1.jpg","The Baygos are one of the large Daju peoples of Sudan. They had their own language, Baygo, but it is being replaces by Sudanese Arabic. They are being Arabized, and there is a good possibility that their culture will be absorbed by the more powerful Arabs in the decades ahead.","The primary religion practiced by the Baygo people is Islam, a monotheistic religion built around the teachings of the Koran and of the prophet Mohammad. Muslims are taught at a young age that their religion holds the perfect law, and the ways that Allah wants us to live. Christians, by contrast, have a corrupted holy book that is not as accurate as the Koran.","It will take faithful prayer to break through to the Baygo people. Then some people who love the Lord more than their lives will have to go to them with the gospel.","There are no followers of Christ among the Baygo people, so pray that this will be the year when the Holy Spirits calls many of them to the Savior of all peoples.","Pray for a spiritual breakthrough among the Baygo and other Daju peoples in Sudan that will lead to a disciple-making movement.","New Testament"
"MO","10802","101273","Berber, Filala","AFR","Africa","Africa, North and Middle East","MAR","Souss-Massa-Drâa, Guelmim-Es Semara, Marrakesh-Tensift-Al Haouz, and Tadla-Azilal regions: coast south to Ifni, north to near Agadir, northeast to Marrakech outskirts, east to Drâa, including Sous valley, and south near the border.","10","A001","Arab World","141","C0045","Berber-Saharan","Berber, Filala","388000","3","shi","Tachelhit",,"1","Arabic, Standard",,"4",,"2021","1906-1925",,"1","1","1","Y","Y","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.989999999999995","0","0","2","N","p10802.jpg","Nik Wheeler, National Geographic","https://www.nikwheeler.com","N","Y","Y","Y","1",,"-8.1809656970070606","30.288207660457299","Morocco","Y","0.01","0.039","Filala Berber",,"0.01","0.0080000000000000002","0.019","0.0080000000000000002","0","0","0","0","6","388000","Y","m00034.png","","","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00034.png","","https://joshuaproject.net/people_groups/10802/MO","https://joshuaproject.net/assets/media/profiles/photos/p10802.jpg","https://joshuaproject.net/countries/MO","Unreached","https://joshuaproject.net/images/scale1.jpg","Greek, Roman and Phoenician texts make reference to the forerunners of the Berber peoples, located in the eastern portion of Egypt. ""Berber"" is a generic name given to numerous heterogeneous ethnic groups who share similar cultural, political and economic practices. Contrary to the romantic, popular image that portrays Berbers as nomadic people who cross the desert on camels, their main activity is sedentary agriculture. Today, significant Berber income comes from the large number of immigrants in Europe, especially in France.","Morocco is not an easy place for Christians to enter, and to work.","Perhaps Berbers working in Europe will encounter Spirit-filled Christians, those who seriously follow Christ, and who will be able to assist Berbers as they also seek Christ.","Pray for the followers of Jesus who will soon be apparent among the Filala Berbers, that they will clearly understand and rest upon the Gospel of grace, not mixing it with the requirement to do good works. Pray they will understand the need to live obediently to Christ, as a result of his forgiveness and presence within.","Pray for the Berbers to provide adequately for their families. Pray that the indigent, the widow and orphan, may be cared for.","New Testament"
"SU","11195","103010","Baggara, Fertit","AFR","Africa","Africa, East and Southern","SDN","Primarily north","10","A001","Arab World","116","C0018","Arab, Shuwa","Baggara, Fertit","15000","3","apd","Arabic, Sudanese",,"1","Arabic, Standard",,"4",,"1978-2022","1927-1964",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.200000000000003","0","0","2","N","p11195.jpg","Claudiovidri - Shutterstock",,"N","Y","Y","Y","2",,"23.713960911267002","10.376896933746499","Sudan","Y","0.80000000000000004","0.34399999999999997","Fertit Baggara","FUR-tit buh-GAR-uh","0.27800000000000002","0.80000000000000004","0.26900000000000002","0.27800000000000002","0","0","0","0","7","44000","N","","","","","","N","","","Y","","","https://joshuaproject.net/people_groups/11195/SU","https://joshuaproject.net/assets/media/profiles/photos/p11195.jpg","https://joshuaproject.net/countries/SU","Unreached","https://joshuaproject.net/images/scale1.jpg","Traditionally, the Baggara tribes have raised cattle and are somewhat nomadic. Today many have become more settled than before. They inhabit the portion of Africa's Sahel mainly between Lake Chad and southern Kordofan. Baggara tribes have ancestry from the Juhaina Arab tribes who migrated directly from the Arabian peninsula or from other parts of north Africa. Various Baggara tribes have been deeply involved with recent conflicts in Sudan and Chad. The common language of different Baggara groups is known to academics by various names, such as Chadian Arabic, taken from the regions where the language is spoken. For much of the 20th century, this language was known to academics as ""Shuwa Arabic"".","The Baggara tribes have been Muslim for many generations, and remain strongly committed to their religion and their way of life.","Sustained prayer is greatly needed for all of the tribes of Sudan. Little can be accomplished without sustained prayer.","It is unlikely there is a single follower of Jesus today among this small Baggara tribe. Few of these people have had an opportunity to hear who Jesus truly is, deity, the Son of God. If there are any believers they need our prayers.","Please pray for growing spiritual hunger among the Baggara tribes, hunger to know the living God and to experience his power and righteousness in their daily lives. Pray they will be given faith to believe that Jesus is deity, and that he died and rose again.","New Testament"
"MR","11621","102734","Zenaga","AFR","Africa","Africa, West and Central","MRT","Trarza region: Atlantic coast to Mederdra","10","A001","Arab World","141","C0045","Berber-Saharan","Zenaga","1100","3","mey","Hassaniyya",,"2","Arabic, Standard",,"4",,"Yes","2002-2005",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"100","0","0","2","N","","","","N","N","N","Y","2",,"-16.171059999919098","16.819969999815601","Mauritania","Y","0","0.039","Zenaga",,"0","0","0.019","0","0","0","0","0","8","1700","Y","","","","","","N","","","Y","","","https://joshuaproject.net/people_groups/11621/MR","","https://joshuaproject.net/countries/MR","Unreached","https://joshuaproject.net/images/scale1.jpg","In general, Berbers feel that the more powerful Arabs have tried to control them, though the two groups have often worked together throughout history. Berber groups like the Zenaga speakers would love to have complete freedom, but there are more powerful groups around. In the case of the Zenagas who live in Mauritania, the Moors are a powerful ethnic group.","Zenaga speaking Berbers are 100 percent Muslim in Mauritania, a country that is almost completely Muslim as well. They have few if any chances to hear that Christ is the only one who can save sinner.","It is highly possible that Zenage Berbers are not satisfied with their economic situation or the lack of good roads, potable water, or electricity. Believers with the right skills can go to their communities and help them develop in these areas.","There are no followers of Christ among the Zenaga Berbers, so pray for the Holy Spirit to move in their communities in the near future.","Pray for opportunities for Zenaga speakers to hear and respond to Jesus Christ, despite the fact they live in a closed country.
Pray for a Disciple-Making movement to move through Zenega communities in both Mauritania and Senegal.","New Testament"
"IR","12246","104053","Arab, Iranian","ASI","Asia","Asia, Central","IRN","Khuzestan Province, southwest side of Zagros mountains, Shatt al Arab river bank; Bushehr Province, Deylam county.","10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Iranian","1542000","3","acm","Arabic, Mesopotamian",,"2","Persian, Iranian",,"4",,"Yes","Yes",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.700000000000003","0","0","2","N","p12246.jpg","Adam Jones - Flickr","https://flickr.com/photos/adam_jones/7423710316/","Y","N","N","Y","1",,"48.9011","30.13785","Iran","Y","0.29999999999999999","0.40500000000000003","Iranian Arab","ih-RAIN-ee-un AE-rub","0.29999999999999999","0.28599999999999998","0.11700000000000001","0.28599999999999998","0","0","0","0","5","1542000","N","m12246_ir.png","CC BY 2.0","https://creativecommons.org/licenses/by/2.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m12246_ir.png","","https://joshuaproject.net/people_groups/12246/IR","https://joshuaproject.net/assets/media/profiles/photos/p12246.jpg","https://joshuaproject.net/countries/IR","Unreached","https://joshuaproject.net/images/scale1.jpg","More than one million Arabs have spilled across the Iraqi-Iranian border to live in Iran. Iranian Arabs have remained culturally isolated from most other Iranians, and live a wide variety of lifestyles. Although they remain devoted Muslims, in cities there has been a gradual decline of traditional practices among Iranian Arabs. For example, those living in cities generally give women a greater degree of freedom than those in rural areas. Those in rural areas tend to be loyal to their communities, have high standards of hospitality, and place great emphasis on family honor. Most Iranians are Shi 'ite Muslims, including Iranian Arabs.","The Iranian government strives to keep Christian influence and presence in the country to a minimum, or to eliminate it entirely.","The Lord is building his church in Iran. Pray for Iranian Arabs to be included as the Holy Spirit moves in this land, drawing people to Jesus.","Please pray for the followers of Jesus Christ among the Arabs of Iran. Pray they will represent Christ well, and be joyful in hope, patient in affliction, and faithful in prayer.","Pray for Iranian Arabs to be given a growing interest in Jesus the Messiah. Perhaps he will show himself to many through dreams and visions.","New Testament"
"MR","12220","104005","Imeraguen","AFR","Africa","Africa, West and Central","MRT","Near Nouakchott, from Cape Timiris to Nouadhibou","10","A001","Arab World","112","C0014","Arab, Hassaniya","Imeraguen","1000","2","xxx","Language unknown",,"1","Arabic, Standard",,"0",,,,,"1","1","1","Y","Y","Y",,"N","N",,"6","6","6","Islam","Islam","Islam",,,"100","0","0","2","N","","","","N","N","N","Y","1",,"-16.316199999999998","19.603169999999999","Mauritania","Y","0","0.085999999999999993","Imeraguen",,"0","0","0.073999999999999996","0","0","0","0","0","8","1000","Y","","","","","","N","","","Y","","","https://joshuaproject.net/people_groups/12220/MR","","https://joshuaproject.net/countries/MR","Unreached","https://joshuaproject.net/images/scale1.jpg","The Imeraguen or Imeraguen (Berber: Imragen) are a Mauritanian ethnic group. Imeraguens are believed to have descended from the Bafour people. The name is a Berber word meaning ""fishermen."" They need help to establish and maintain schools, medical clinics, drinking water, and sanitation facilities.","They are 100 percent Muslims of the Sunni Maliki rite. Although audio resources (GRN), and the JESUS Film are available in their heart language, Hassaniya Arabic, we know of no believers among them.","The JESUS Film is available in the heart language of the Imeraguen people. Courageous disciples can go to them to present this video presentation. Imeraguen people need disciples willing to live among them to teach them lifesaving skills, and to teach them God's words and ways.","Pray for broken intercessors who will kneel before heaven's throne for as long as it takes to see a vibrant, victorious Imeraguen church.","Health issues are serious. Pray that they will be addressed soon.
Pray for spiritual hunger among the Imeraguen people that will lead them to the cross.
Pray that they will soon embrace the King of kings and Lord of lords.
Pray for a Disciple-Making movement among them that will affect all of Mauritania.","Unspecified"
"TU","12247","104056","Arab, Iraqi","ASI","Asia","Asia, Central","TUR","Sanliurfa, Diyarbakir, Mardin, and Siirt provinces; very small area in Gaziantep Province.","10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","325000","1","acm","Arabic, Mesopotamian",,"1","Turkish",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"97.299999999999997","0.20000000000000001","0","2","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"28.891244","41.031253999999997","Türkiye (Turkey)","N","0.5","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.20000000000000001","0.374","0.223","0","0","0","2","5","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/TU","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/TU","Unreached","https://joshuaproject.net/images/scale1.jpg","There have been many waves of Iraqis fleeing war since the 1980s. Being located to the north of Iraq, and being a relatively peaceful country, Turkey has been a preferred destination for Iraqi Arab refugees. Most Iraqi Arabs in Turkey are in the capital city of Istanbul. Iraqi Arabs are hoping to either settle in a different country or return to Iraq. For that reason, they are usually in a holding pattern, biding their time. They will not be able to return to Iraq until the fighting ends and the infrastructure is restored.","Turkey is a Sunni Muslim nation, and the government would not welcome people trying to evangelize anyone there, even non-Turks.","Believers can do to refugee camps and provide them with food, water, and activities which could include subtle evangelism.","Iraqi Christians are being driven out of Iraq by Islamic militants. Pray for their protection and spiritual growth.","Pray that the Iraqi Arabs will find a safe home where they can prosper physically and spiritually.
Pray that the Iraqi Arabs, no matter what religious community they begin with, will seek and find spiritual refuge in Jesus. Pray for them to learn to live like Jesus, and share His ways with others.
Pray for a Christ-oriented church planting movement to begin among Arab Iraqis in Turkey.","New Testament"
"CA","10376","100427","Arab, Arabic Gulf Spoken","NAR","North America","America, North and Caribbean","CAN",,"10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Arabic Gulf Spoken","80000","1","afb","Arabic, Gulf",,"1","English",,"3",,,"2024",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"98.099999999999994",,,"0","N","p10376.jpg","Hella Nijssen - Pixabay","https://pixabay.com/photos/portrait-man-face-male-person-4695272/","N","N","N","Y","12",,"-79.353123999999994","43.684403000000003","Canada","N","1.8999999999999999","0.40500000000000003","Gulf-spoken Arab","gulf AE-rub","0.92500000000000004","0.80000000000000004","0.11700000000000001","0.219",,,,,"12","7242400","N","m00007.png","","","Bethany World Prayer Center","","N","","","N","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/10376/CA","https://joshuaproject.net/assets/media/profiles/photos/p10376.jpg","https://joshuaproject.net/countries/CA","Unreached","https://joshuaproject.net/images/scale1.jpg","Most of the Arabs in Canada are college students. They come to Canada to receive a good education in medicine and other high level studies. Their numbers are increasing, and Canadians are also beginning to attend universities in Arab countries. In addition to studying, they like to celebrate their own holidays. For example, Kuwaiti Arabs celebrate National Day, held on February 25-26. This is Kuwait's independence day, and some of them celebrate by building snowmen, something which they cannot do in hot, dry Kuwait.","There are two main obstacles to Arabs in Canada hearing and responding to the gospel. First of all, they identify with Islam as their heart religion, even if they don't practice it. Islam is a key part of their identity. Secondly, Arabs in Canada have large amounts of money, a situation which makes it hard for them to accept new ideas.","Pray the Lord will start a movement of Arab families experiencing God's blessings. Canadian believers can join Arabs in their celebrations, and offer them the JESUS Film and other appropriate materials. Canadian believers can probably share gospel materials with Arabs they meet while traveling to Gulf countries, so long as they do it discreetly.","There are a couple of Arab believers in Canada. Pray that they will become stronger in their faith and in the fruit of the Holy Spirit so they can be prepared to give an answer when Muslims question them.","Pray that despite their wealth and relatively easy life that Arabs will knock, seek, and find the Savior.
Pray for strong friendships to develop between Muslims and Canadian believers that will lead to opportunities to share Christ.
Pray that Muslims will use the freedom of Canada to find out about Jesus.","Portions"
"KE","10378","100431","Arab, Omani","AFR","Africa","Africa, East and Southern","KEN","Scattered. Kilifi, Kwale, Lamu, and Tana River counties.","10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Omani","28000","1","acx","Arabic, Omani",,"1","English",,"0",,,,,"1","1","1","Y","Y","Y",,"N","Y",,"6","6","6","Islam","Islam","Islam",,,"99.700000000000003","0","0","0","N","p10378.jpg","CharlesFred - Flickr","https://flickr.com/photos/charlesfred/5150706650","Y","N","N","Y","10",,"39.673110000000001","-4.0110999999999999","Kenya","Y","0.29999999999999999","0.40500000000000003","Omani Arab","oh-MAH-nee AE-rub","0.14599999999999999","0.10000000000000001","0.11700000000000001","0.040000000000000001","0","0","0","0","7","2826200","N","","CC BY-NC-SA 2.0","https://creativecommons.org/licenses/by-nc-sa/2.0/","","","N","","","N","","","https://joshuaproject.net/people_groups/10378/KE","https://joshuaproject.net/assets/media/profiles/photos/p10378.jpg","https://joshuaproject.net/countries/KE","Unreached","https://joshuaproject.net/images/scale1.jpg","Omani Arabs are one of the world's least-reached people groups. Most live in Oman in the Arabian Peninsula, but others live in places like Somalia or Kenya. Kenya is one of the only places Omanis live where there is freedom of religion and a Christian majority.","devout, but one must remain loyal to the Islamic religious-political system. Giving allegiance to Jesus Christ would be unacceptable to Omani Arabs, even in Kenya.","The Omani standard is to accept others on their terms. For example, they view anything less than excessive generosity as rudeness. Even Christians are tolerated as long as they are not Muslim converts. Perhaps those who genuinely follow Christ who can live up to high social standards can be used of the Lord to reach Omani Arabs in Kenya.","Pray that the few Omani Arab believers will yield to the Holy Spirit and reach out to others in a loving, Christ-honoring way.","Ask God to give the few known Omani believers living in Kenya opportunities to share the gospel with their own people. 
Ask God to soften the hearts of the Omani Arab to the gospel as it is presented to them.
Ask God to raise up prayer teams who will begin breaking up the soil through intercession. 
Pray that strong local churches will be raised up among the Omani Arab in Kenya that will lead to Discipleship Movements.","Unspecified"
"CA","10379","100226","Algerian, Arabic-speaking","NAR","North America","America, North and Caribbean","CAN","Montreal","10","A001","Arab World","115","C0017","Arab, Maghreb","Algerian, Arabic-speaking","70000","1","arq","Arabic, Algerian",,"1","English",,"4",,"1965-2020","1872-1964",,"1","1","1","Y","Y","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"89","10",,"0","N","p10379.jpg","Basel2019 - Wikimedia","https://commons.wikimedia.org/wiki/File:Algerian_man_with_turban.jpg","Y","N","N","Y","19",,"-75.698042999999998","45.423482","Canada","N","1","0.088999999999999996","Arabic-speaking Algerian","al-JEER-ee-un","0.028000000000000001","0.90000000000000002","0.037999999999999999","0.014999999999999999",,,,,"12","37280900","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","N","","","https://joshuaproject.net/people_groups/10379/CA","https://joshuaproject.net/assets/media/profiles/photos/p10379.jpg","https://joshuaproject.net/countries/CA","Unreached","https://joshuaproject.net/images/scale1.jpg","Most information about Arabs in Canada is general; it seldom distinguishes those from Algeria from those from other Arabic speaking nations. Because Arabs have often been allowed into Canada as war refugees, there are fewer Algerians than Arabs from places that are less peaceful. Some Algerians would consider themselves to be economic refugees who need to migrate to Canada to find work.","Almost all Algerian Arabs are Sunni Muslims, though not all of them practice Islam, especially in Canada. Some are more devout than others. They consider it strange that Christians believe that salvation can come from something other than your own good works of obedience.","Those who follow Christ could see Him glorified among Algerian Arab Muslims by helping them develop useful job skills in Canada. There is religious freedom in Canada, so Algerian Arab Muslims could hear and respond to the gospel in that nation.","Pray that the few followers of Christ among Algerian Arabs in Canada will show the way to the cross to their friends, family members, and neighbors in a loving way.","Pray for Christ's followers to take up the challenge to help Algerian Arabs to get the job training they need to find employment in Canada.
Pray that Algerian Arabs will have the chance to embrace Jesus Christ, their only hope.
Pray for a disciple-making movement among Algerian Arabs to spread throughout Canada and Algeria.","New Testament"
"CA","10759","101196","Arab, Saudi - Najdi","NAR","North America","America, North and Caribbean","CAN",,"10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Saudi - Najdi","5800","1","ars","Arabic, Najdi",,"1","English",,"3",,,"2004-2013",,"1","1","1","Y","Y","Y","1","N","Y",,"6","6","6","Islam","Islam","Islam",,,"99.700000000000003",,,"0","N","p10759.jpg","Sam Nord - Shutterstock",,"N","Y","Y","Y","11",,"-75.698547000000005","45.435099999999998","Canada","N","0.29999999999999999","0.40500000000000003","Najdi Arab","SOW-dee nahj-DEE AE-rub","0.071999999999999995","0.20000000000000001","0.11700000000000001","0.063",,,,,"12","18835500","N","","","","","","N","","","N","","","https://joshuaproject.net/people_groups/10759/CA","https://joshuaproject.net/assets/media/profiles/photos/p10759.jpg","https://joshuaproject.net/countries/CA","Unreached","https://joshuaproject.net/images/scale1.jpg","Najdi is a dialect of Arabic spoken in the Najd region of central Saudi Arabia. Many Saudis have made their fortune in the petroleum industry, which is also strong in Canada. Canada has some of the best universities in the world, so Saudi students from wealthy families go there to study medicine or engineering.","Saudis pride themselves for being from the birthplace of Islam. Saudi Arabia is the home of Islam's two most sacred mosques. In the Islamic religion, Saudis stand out as the leaders. They have a lot at stake in the Islamic religious system.","A good percentage of Saudis in Canada are college students. People who want to minister to international students can provide a conservative Arab-friendly environment where Saudis will feel comfortable. Such an environment could allow Saudis the chance to give Jesus a chance to change their lives.","Pray for the Lord to soon raise up the first followers of Christ among Saudis in Canada.","Pray for the Lord to raise up people who will faithfully share the ways of Jesus with Saudis in Canada in a discreet, loving manner.
Pray for a move of the Holy Spirit that will give Saudis a willingness to embrace Jesus Christ as Lord and Savior, depending on Him alone for salvation and forgiveness of sin.
Pray for a disciple-making movement among Najdi Saudis in Canada that will spread to Saudi Arabia.","Portions"
