title,description,category,url,image,provider,datePublished,sentiment
"The pros and cons of a condensed campaign for Harris: From the Politics Desk","Harris emerges from her party’s four-day confab with a slight lead in most national and battleground polls — though importantly the results are in the margin of error and reflect a close race. Among the remaining challenges for her campaign: at least one debate with Trump, scheduled for Sept. 10, and a Tim Walz-JD Vance VP showdown on Oct. 1.","Politics","https://www.nbcnews.com/politics/kamala-harris-pros-cons-condensed-campaign-politics-desk-rcna168017","https://www.bing.com/th?id=OVFT.IagrAR3WTOsQZpfUh9cKwi&pid=News","NBC News","2024-08-23","negative"
"Donald Trump and JD Vance rally supporters in NC. Here’s what they said.","This is the first time that Donald Trump and JD Vance will take the stage together in battleground state North Carolina. Here’s what they’re expected to talk about.","Politics","https://www.newsobserver.com/news/politics-government/election/article291231220.html","https://www.bing.com/th?id=OVFT.Qdvd_soMgvFMmo5GmsltrC&pid=News","Raleigh News & Observer","2024-08-22","neutral"
"Harris vs. Trump: Latest presidential poll indicates small lead is exploding","Harris has a seven-point advantage over Trump — 50% to 43% — nationally, per the latest Fairleigh Dickinson University survey. The poll showed “Harris’ lead grows substantially” over questions of race and gender. From the FDU poll: “Among ...","World","https://www.nj.com/politics/2024/08/harris-vs-trump-latest-presidential-poll-indicates-small-lead-is-exploding.html","https://www.bing.com/th?id=OVFT.PcE7DzCGBYq89uTUD5rhJi&pid=News","NJ.com","2024-08-23","neutral"
"DOJ accuses real estate software company of helping landlords collude to raise rents","The lawsuit says RealPage’s algorithmic pricing software lets landlords effectively collude and set rents above market rate. The Texas-based company has denied the allegations.","Business","https://www.npr.org/2024/08/23/nx-s1-5087586/realpage-rent-lawsuit-doj-real-estate-software-landlords-justice-department-price-fixing","https://www.bing.com/th?id=OVFT.kmLmZKHtt4TZSOwp78WT0y&pid=News","NPR","2024-08-23","neutral"
"FDA approves new COVID shots amid recent surge in cases","The Food and Drug Administration on Thursday approved new COVID shots manufactured by Pfizer-BioNTech and Moderna, as “currently circulating variants” continue to contribute to a surge in the number of COVID-related hospitalizations and deaths across ...","Health","https://www.nydailynews.com/2024/08/22/fda-new-covid-vaccine-pfizer-moderna/","https://www.bing.com/th?id=OVFT.3FemskbTCrgYZ9uhhDpJii&pid=News","New York Daily News","2024-08-22","neutral"
"Why Jackson Hole Is the Fed’s Biggest Shindig","Loafers cede to cowboy boots. Attendees snack on huckleberry pastries (or swill huckleberry drinks) while discussing the latest economic papers. But if Jackson Hole is a little bit incongruous, it is also unquestionably important, an invite-only gathering ...","Politics","https://www.nytimes.com/2024/08/23/business/economy/jackson-hole-powell-speech.html","https://www.bing.com/th?id=OVFT.Sf_Fo5X7ttqxWhY_Ayixyi&pid=News","The New York Times","2024-08-23","neutral"
"Can Grunting During Exercise Give You an Edge?","Creating internal pressure on your core in this way may buttress your spine and allow you to produce a little more power. The grunt, then, is like a release valve for that pressure. Dr. Sandage said that the benefits of grunting probably applied only to short bursts of exertion, such as lifting a weight or hitting a tennis ball.","Health","https://www.nytimes.com/2024/08/24/well/grunting-gym-exercise.html","https://www.bing.com/th?id=OVFT.4Bz1WkN3Q7sZ4CxmjzZdiC&pid=News","The New York Times","2024-08-24","neutral"
"Hamas Agrees to Meet With Mediators in Cairo Ahead of Cease-Fire Talks","Fighting has raged in Gaza even as the United States, Qatar and Egypt have pushed for a deal, with Israeli strikes overnight killing dozens, according to emergency responders in Gaza.","World","https://www.nytimes.com/2024/08/24/world/middleeast/israel-gaza-war.html","https://www.bing.com/th?id=OVFT.HV0ap-9VcdSMnd_Upxh61i&pid=News","The New York Times","2024-08-24","negative"
"Love Them or Hate Them, This Couple Reign in Russian Literature","For Richard Pevear and Larissa Volokhonsky, translating together extended naturally from their relationship as husband and wife. Now, it is their life’s work.","Entertainment","https://www.nytimes.com/2024/08/26/books/larissa-volokhonsky-richard-pevear.html","https://www.bing.com/th?id=OVFT.ccwgKTy04zf-1qL36gsvDy&pid=News","The New York Times","2024-08-26","neutral"
"Words Used at the Democratic and Republican National Conventions","Speakers at the Democratic convention leaned into words about liberty and patriotism, mentioning “ freedom ” 227 times compared with 67 times at the Republican convention. Words like “ woman ,” “ joy ” and “ weird ” were also used more often by Democratic speakers.","Politics","https://www.nytimes.com/interactive/2024/08/23/us/politics/rnc-dnc-words.html","https://www.bing.com/th?id=OVFT.cLT3InB3VLVT_yABu_oMti&pid=News","The New York Times","2024-08-24","neutral"
"Mega Millions numbers: Are you the lucky winner of Friday’s $535 million jackpot?","Are you tonight’s lucky winner? Grab your tickets and check your numbers. The Mega Millions lottery jackpot continues to rise after someone won the $560 million prize on June 4. Here are the winning numbers in Friday’s drawing:","ScienceAndTechnology","https://www.oregonlive.com/lottery/2024/08/mega-millions-numbers-are-you-the-lucky-winner-of-fridays-535-million-jackpot.html","https://www.bing.com/th?id=OVFT.riZK1t0c-IYQqEfB9CM0IS&pid=News","Oregonian","2024-08-24","neutral"
"Harris vs. Trump: Here’s who’s leading in the polls following Democratic National Convention","A Gallup poll released on Thursday showed Harris’ approval rating grow 13 percentage points in August to 47%, while Trump dropped five points to 41%. Among Democrats, Harris’ approval rating went up to 93%, while 41% of independents and 5% of Republicans hold positive opinions of her, according to Gallup.","Politics","https://www.oregonlive.com/politics/2024/08/harris-vs-trump-heres-whos-leading-in-the-polls-following-democratic-national-convention.html","https://www.bing.com/th?id=OVFT.eUnodl8ohtF8TK8YFQN0PC&pid=News","Oregonian","2024-08-24","neutral"
"The best movies leaving Netflix, Max, and Prime at the end of August 2024","Plenty of great movies are leaving Netflix, Prime Video, and Max this month including Bram Stoker’s Dracula, Miami Vice, Thief, and more.","Entertainment","https://www.polygon.com/recommendations/443730/best-movies-netflix-amazon-hulu-leaving-august-2024","https://www.bing.com/th?id=OVFT._pNAOv622EJhbDanehuTOi&pid=News","Polygon","2024-08-24","neutral"
"Gaza ceasefire talks resume in Cairo, with no sign of progress","Hamas said its negotiators arrived in Cairo on Saturday to hear about the latest round of Gaza ceasefire and hostage talks from mediators after the U.N. reported badly worsening humanitarian conditions,","World","https://www.reuters.com/world/middle-east/hamas-negotiators-cairo-gaza-conditions-worsen-under-israeli-campaign-2024-08-24/","https://www.bing.com/th?id=OVFT.1dFjUIvjMkkgEbXDcu1QWC&pid=News","Reuters","2024-08-24","negative"
"10 best True Crime shows to watch in 2024","One genre that doesn't seem to go out of fashion remains true crime. These shows are based on real-life crimes recreated on screen. In 2024, a spate of true-crime shows have been in the news.","Entertainment","https://www.soapcentral.com/shows/10-best-true-crime-shows-watch-2024","https://www.bing.com/th?id=OVFT.Az5Tm06eWeK2oQBOdho69C&pid=News","soapcentral","2024-08-24","negative"
"'Ohio' Is Gen Z's Latest Slang—And It Has Nothing to Do with JD Vance","Gen Z’s slang term “Ohio,” now trending on social media, means “weird or absurd.” It’s unrelated to Ohio Senator JD Vance or the state itself. Used on platforms like TikTok, X, and Instagram, it describes strange or chaotic events.","Politics","https://www.timesnownews.com/world/us/us-news/ohio-is-gen-zs-latest-slangand-it-has-nothing-to-do-with-jd-vance-article-112752699","https://www.bing.com/th?id=OVFT.6lkaGWRV6YpoDzyNx4UORi&pid=News","timesnownews","2024-08-24","neutral"
"5 things Apple Watch 10 can learn from Pixel Watch 3","Here are five lessons the Cupertino Kid can learn from Google's launch of the Pixel Watch 3 — which I've just started testing but already seems destined for inclusion in our best smartwatches guide — to ensure the Apple Watch 10 is a straight-up banger.","ScienceAndTechnology","https://www.tomsguide.com/wellness/smartwatches/5-things-apple-watch-10-can-learn-from-pixel-watch-3","https://www.bing.com/th?id=OVFT.V618D_dkWH1Zbs_kqpIZKS&pid=News","Tom's Guide","2024-08-24","neutral"
"Criterion is streaming movies 24/7. I stayed up all night to see them.","The films were from Hollywood and abroad, scripted and unscripted, good, great or unwatchable — and I watched them anyway.","Entertainment","https://www.washingtonpost.com/entertainment/2024/08/24/criterion-24-livestream-movies/","https://www.bing.com/th?id=OVFT.Kc9wMcJC2RofkQTInszHzS&pid=News","The Washington Post","2024-08-24","neutral"
"FDA Approves New Covid Vaccines Amid Summer Surge","Amidst a summer surge of Covid-19 infections, the US Food and Drug Administration just approved updated mRNA vaccines that more closely target the currently circulating variants of the coronavirus. The updated vaccines,","Health","https://www.wired.com/story/new-updated-covid-vaccines-announcement-2024/","https://www.bing.com/th?id=OVFT.bGRTOUHFmpWkixDP3t7Uky&pid=News","Wired","2024-08-22","neutral"
"3 underrated movies you need to watch in September 2024","From a graphic body horror chiller to a twisty sci-fi film, these three great September 2024 movies deserve to be watched on the big screen.","Entertainment","https://www.yahoo.com/entertainment/3-underrated-movies-watch-september-130018933.html","https://www.bing.com/th?id=OVFT.LaWXy8nHmBYBS8Z7Ag0D9y&pid=News","Yahoo","2024-08-24","positive"
"The latest info on public transportation ahead of Typhoon Shanshan","Typhoon Shanshan is expected to approach Japan from Tuesday while maintaining its strength. Public transportation operators are warning of possible delays and suspension of services and are urging people to check the latest information.","World","https://www3.nhk.or.jp/nhkworld/en/news/backstories/3525/","https://www.bing.com/th?id=OVFT.107Kq3iyGZN_gsQ9IOSacS&pid=News","NHK","2024-08-26","negative"
"Rory McIlroy chucks driver into pond in frustrating scene at BMW Championship","The Northern Irishman, upset with his tee shot on the 17th hole at Colorado’s Castle Pines Golf Club in the second round of the BMW Championship, tossed his driver into the water. “Obviously not happy with that one,” one of the Golf Channel analysts opined. “You don’t see him lose his poise too often,” another retorted.","Sports","https://nypost.com/2024/08/23/sports/rory-mcilroy-chucks-driver-into-pond-in-frustrating-scene/","https://www.bing.com/th?id=OVFT.SXc-hcKb4-MIwIfesnS0_S&pid=News","New York Post","2024-08-23","negative"
"'How?!?': Rory McIlroy tosses 3-wood into water; Scottie Scheffler angry after hitting over green","Maybe it's the elevation, maybe it's what's on the line, but there was some frustration displayed Friday at the BMW Championship.","Sports","https://sports.yahoo.com/rory-mcilroy-tosses-3-wood-203508918.html","https://www.bing.com/th?id=OVFT.142UGqZ9H3Euopie5UE1VC&pid=News","Yahoo! Sports","2024-08-23","negative"
"Thrills, chills and bigger than ever conferences: what to expect from this season of college football","Welcome to the 2024 college football season, where everyone makes the playoffs! Well, not everyone, but, for the first time, 12 schools will be playing in college’s postseason and this is how it will work.","Sports","https://www.cnn.com/2024/08/24/sport/college-football-season-ncaa-preview-spt/index.html","https://www.bing.com/th?id=OVFT.1Yiyv0kKahe-RfgnTlC7Cy&pid=News","CNN","2024-08-24","positive"
"Rangers vs Ross County LIVE score and goal updates from Premiership clash at Hampden","Ridvan Yilmaz remains out and Jefte will continue his left sided role. However, it may well take the versatility of Ross McCausland in front of him to fill the left wing role with Rabbio Matondo being linked with a move out of Ibrox to Blackburn Rovers while Scott Wright is also a doubt with a muscle issue.","Sports","https://www.dailyrecord.co.uk/sport/football/football-news/rangers-vs-ross-county-live-33531095","https://www.bing.com/th?id=OVFT.yqrU-_gVRu1_9m5wpK9GuS&pid=News","Daily Record","2024-08-24","negative"
"AFL 2024: Emotional Dustin Martin in tears leaving MCG for last time, Richmond Tigers loss to Gold Coast Suns, latest news","A teary-eyed Dustin Martin has gone down the MCG players’ race for the final time on Saturday, to the rapturous cheers of the Richmond faithful. Martin granted an interview with former Richmond triple premiership teammate Jack Riewoldt after the Tigers’ Round 24 loss to Gold Coast, revealing his all-time favourite career moment.","Sports","https://www.foxsports.com.au/afl/afl-2024-emotional-dustin-martin-in-tears-leaving-mcg-for-last-time-richmond-tigers-loss-to-gold-coast-suns-latest-news/news-story/6f7b151540824e67ab8cc4a62be53d6d","https://www.bing.com/th?id=OVFT.hYB0kMSd9LhFPaZYH7TqAy&pid=News","Fox Sports","2024-08-24","positive"
"Liverpool transfer news LIVE - Anthony Gordon response, Martin Zubimendi latest, Brentford build-up","They are also being linked with plenty of names around Europe following the failure to lure Martin Zubimendi to Anfield. The latest reports have suggested that Teun Koopmeiners and Piero Hincapie are players they admire. Also in the time that remains ...","Sports","https://www.liverpoolecho.co.uk/sport/football/transfer-news/liverpool-transfer-news-live-alisson-29806426","https://www.bing.com/th?id=OVFT.fZMYkIbdLKGivf27LCAaVi&pid=News","Liverpool Echo","2024-08-25","negative"
"Real Madrid's latest devasting blow to start the season as a team leader will be out for a while","This was an unpleasant surprise for Real Madrid and the whole world, as English midfielder Jude Bellingham suffered an injury during Friday's training session and is a doubt for Re","Sports","https://www.marca.com/en/football/real-madrid/2024/08/24/66c9093246163f84558b45cb.html","https://www.bing.com/th?id=OVFT.EbGt-JiLmWt4wkfy5oFhtC&pid=News","MARCA","2024-08-23","negative"
"Mikel Merino price-tag warning as Paul Merson says what he expects to happen at Arsenal","Arsenal-bound Mikel Merino should not expect to slide straight into Mikel Arteta's starting XI, as Paul Merson warns what Gunners supporters can expect to happen with the midfielder","Sports","https://www.mirror.co.uk/sport/football/transfer-news/arsenal-transfer-merson-mikel-merino-33531960","https://www.bing.com/th?id=OVFT.hdCCXEsus6KIk9xsB3XMxS&pid=News","The Mirror","2024-08-24","negative"
"Arsenal 'make 10 enquiries for wide players' as Mikel Arteta hunts dream late deal","We need to have an MRI scan to see, but he wasn’t available for the game.” Jesus’ latest injury and history on the treatment table could yet affect the immediate future of Eddie Nketiah, who looks to be edging closer to a move to Nottingham Forest ...","Sports","https://www.mirror.co.uk/sport/football/transfer-news/arsenal-transfer-news-arteta-williams-33534738","https://www.bing.com/th?id=OVFT.o3kZPOybInhY4kOQn8ZiWS&pid=News","The Mirror","2024-08-25","negative"
"Taking a deep dive into Ohtani's historic 40-40 feat","Shohei Ohtani never ceases to amaze. In a season where he unfortunately is unable to pitch as he recovers from elbow surgery, he found yet another way to be outstanding – becoming the sixth player in MLB history with at least 40 homers and 40 stolen bases in a season.","Sports","https://www.mlb.com/dodgers/news/shohei-ohtani-facts-and-figures-40-homers-40-stolen-bases","https://www.bing.com/th?id=OVFT.AFlS9mjz9sEH8_cV3sKV4y&pid=News","MLB","2024-08-24","negative"
"The MVP races may be tighter than you think","With approximately 80% of the 2024 season in the books, we have a pretty good idea of how the major award races are going to shape up. Both Cy Youngs have seemingly clear leaders, with lefties Chris Sale (NL) and Tarik Skubal (AL) the obvious front-runners in each league.","Sports","https://www.mlb.com/mets/news/how-tight-are-the-2024-al-nl-mvp-races","https://www.bing.com/th?id=OVFT.qLNzBfkJr8hQlxu5XXssTS&pid=News","MLB","2024-08-24","positive"
"Unstoppable Judge on pace for 63 with 50th, 51st homers","Aaron Judge had to be nudged out of the dugout to accept a curtain call from the Yankee Stadium faithful, and it was one that was well-deserved. The Yankees captain’s climb toward history reached another significant checkpoint on Sunday,","Sports","https://www.mlb.com/news/aaron-judge-hits-50th-homer-of-2024","https://www.bing.com/th?id=OVFT.3huCq9Fn_0WyV1ngl8D0tS&pid=News","MLB","2024-08-25","negative"
"Noot comes up clutch in 9th inning after Twins' error","The Cardinals took advantage of a huge gift in the ninth inning on Sunday and rallied to defeat the Twins, 3-2, at Target Field. Trailing 2-1 entering the ninth, the Cards were facing Twins closer Jhoan Duran (6-7).","Sports","https://www.mlb.com/news/lars-nootbaar-cardinals-win-series-vs-twins","https://www.bing.com/th?id=OVFT.xWEz3y5dV7AtIYP3WTQ5kS&pid=News","MLB","2024-08-25","positive"
"Make NFL football office pool picks at CBS Sports, plus compete for guaranteed prizes during the 2024 season","Football fans love to show off their knowledge of the NFL, and one of the most popular ways to do so is by making NFL office pool picks. Creating an NFL office pool strategy requires more than just figuring out which teams are most likely to win each week,","Sports","https://www.msn.com/en-ph/sports/nfl/make-nfl-football-office-pool-picks-at-cbs-sports-plus-compete-for-guaranteed-prizes-during-the-2024-season/ar-AA1p4t7e","https://www.bing.com/th?id=OVFT.osC1UNZ3teOqj3hJBbRMtC&pid=News","CBS Sports on MSN.com","2024-08-23","positive"
"Eagles' Jalen Hurts can accomplish an NFL first in 2024","After a disappointing 2023 for the Philadelphia Eagles, quarterback Jalen Hurts shouldn't need more motivation to perform better this season. But, if he does, perhaps a date with history will do the trick.","Sports","https://www.msn.com/en-us/sports/nfl/eagles-jalen-hurts-can-accomplish-an-nfl-first-in-2024/ar-AA1pkQT6","https://www.bing.com/th?id=OVFT.-a0yPU7RrNsMQqL042qPiS&pid=News","Yardbarker on MSN.com","2024-08-23","negative"
"Chennedy Carter clobbers ex-Sky teammate Marina Mabrey in flagrant foul","Chennedy Carter’s latest flagrant foul came on an opponent who was her teammate with the Chicago Sky until last month.","Sports","https://www.msn.com/en-us/sports/other/chennedy-carter-clobbers-ex-sky-teammate-marina-mabrey-in-flagrant-foul/ar-AA1pmqQr","https://www.bing.com/th?id=OVFT.QTSnkNz5X0X8T4uncl2OlC&pid=News","New York Post on MSN.com","2024-08-24","negative"
"Here’s the difference between Zay Jones and Rashee Rice","In the wake of the announcement that Cardinals receiver Zay Jones will miss five games for violating the Personal Conduct Policy after a domestic violence incident last year, some have asked why Jones will be banished to start the season,","Sports","https://www.msn.com/en-us/sports/other/here-s-the-difference-between-zay-jones-and-rashee-rice/ar-AA1pl7My","https://www.bing.com/th?id=OVFT.H7SEo4B6_3VA0xqWF1uZLy&pid=News","NBC Sports on MSN.com","2024-08-24","negative"
"Xi’an Grand Prix snooker final LIVE RESULTS: Kyren Wilson BEATS Judd Trump to claim title after thrilling final","WE are down to the final two of the Xi’an Grand Prix – and it has been a thrilling tournament so far. Kyren Wilson secured his spot in the final after dumping Ronnie O’Sullivan","Sports","https://www.thesun.co.uk/sport/30001618/xian-grand-prix-snooker-live-results-judd-trump-snooker-updates/","https://www.bing.com/th?id=OVFT.6hFi-Zk-aNhGXQfUo15eGC&pid=News","The Sun","2024-08-25","positive"
"Steelers' Mike Tomlin Reveals Timeline for Russell Wilson, Justin Fields QB1 Decision","Pittsburgh Steelers head coach Mike Tomlin will make a decision on whether Russell Wilson or Justin Fields will be the team's starting quarterback by the","Sports","https://bleacherreport.com/articles/10132973-steelers-mike-tomlin-reveals-timeline-for-russell-wilson-justin-fields-qb1-decision","https://www.bing.com/th?id=OVFT.XcBkE7jhSzyQ2GQ6NGHH_C&pid=News","Bleacher Report","2024-08-25","neutral"
"MLB Umpire Carted Off Field After Being Injured by Broken Bat from Yankees' Stanton","An MLB umpire had to be carted off during the New York Yankees matchup with the Colorado Rockies on Sunday after an unfortunate situation. As","Sports","https://bleacherreport.com/articles/10133064-mlb-umpire-carted-off-field-after-being-injured-by-broken-bat-from-yankees-stanton","https://www.bing.com/th?id=OVFT.tjKGf7nEK1_7RI7IpqgL2i&pid=News","Bleacher Report","2024-08-25","neutral"
"49ers' Ricky Pearsall to Return from Shoulder Injury amid Brandon Aiyuk Rumors","A key offensive rookie for the San Francisco 49ers will reportedly be back on the field on Monday. Per NFL Network's Ian Rapoport, wide receiver","Sports","https://bleacherreport.com/articles/10133082-49ers-ricky-pearsall-to-return-from-shoulder-injury-amid-brandon-aiyuk-rumors","https://www.bing.com/th?id=OVFT.LdwMTxPVmSdymN363SPUNC&pid=News","Bleacher Report","2024-08-26","neutral"
"Pittsburgh Pirates vs. Cincinnati Reds live stream, TV channel, start time, odds | August 23","The Cincinnati Reds and Spencer Steer take the field in the second game of a four-game series against Joey Bart and the Pittsburgh Pirates, on Friday at PNC Park.The Pirates have hit the","Sports","https://ftw.usatoday.com/article/pittsburgh-pirates-vs-cincinnati-reds-live-stream-tv-channel-start-time-odds-august-23","https://www.bing.com/th?id=OVFT.VyvVK1yX4zm3SYVEZrm3Ni&pid=News","USA Today","2024-08-23","neutral"
"Breer details Pats' behind-the-scenes issues with Judon before trade","There was more to the Patriots' decision to trade Matthew Judon than just a contract dispute, according to Sports Illustrated's Albert Breer.","Sports","https://sports.yahoo.com/breer-details-pats-behind-scenes-165425727.html?fr=sycsrp_catchall","https://www.bing.com/th?id=OVFT.jlQisqRSBLJ3hsDpRD4yeC&pid=News","Yahoo! Sports","2024-08-23","neutral"
"'If Textor can get this over the line, I think we just have to back him'","\"I think we just want this to be resolved one way or another, for the football club to move on with the new stadium opening up next season, with all of the financial constraints we are under, with all the PSR calculations and everything from last season.","Sports","https://www.bbc.co.uk/sport/football/articles/cp8nj22dgv5o","https://www.bing.com/th?id=OVFT.iHHJXiJXku17AcVt4vwlES&pid=News","BBC","2024-08-23","neutral"
"O'Neil on transfer latest, team news and Chelsea","Wolves boss Gary O'Neil has been speaking to the media before Sunday's Premier League game against Chelsea (kick-off 14:00 BST). Here are the key lines from his news conference: O'Neil stressed that the transfer window is more about finding players that ...","Sports","https://www.bbc.co.uk/sport/football/articles/cx290ll3nx5o","https://www.bing.com/th?id=OVFT.jV5Hw83Ehz8EYCmOlWX7sS&pid=News","BBC","2024-08-23","neutral"
"Fantasy football 2024 rankings, draft prep: QB, RB, WR, TE picks, cheat sheets, ADP, tiers, by NFL model","Fantasy football draft prep is in full swing and owners are setting their 2024 Fantasy football rankings with all the latest NFL news factored in. Tyreek Hill (thumb) and Puka Nacua (knee) and Jahmyr Gibbs (hamstring) are some of the players managing 2024 ...","Sports","https://www.cbssports.com/fantasy/football/news/fantasy-football-2024-rankings-draft-prep-qb-rb-wr-te-picks-cheat-sheets-adp-tiers-by-nfl-model/","https://www.bing.com/th?id=OVFT.g37s5Hdf8_XqE0BfyKvcdC&pid=News","CBSSports.com","2024-08-25","neutral"
"Blue Jays' Bassitt helps Francis deflect critics with sign","After Taylor Ward pf the Los Angeles Angels offered a critical take on Toronto Blue Jays right-hander Bowden Francis' latest strong start, fellow starter Chris Bassitt made sure he had his teammate's back,","Sports","https://www.espn.com/mlb/story/_/id/40991757/blue-jays-bassitt-helps-francis-deflect-critics-sign","https://www.bing.com/th?id=OVFT.8UtYZOPYPTtRw9erSsT4AS&pid=News","ESPN","2024-08-25","neutral"
"Arsenal transfer news LIVE Mikel Merino agreement, Victor Osimhen chance, Ramsdale exit","Arsenal transfer news with the latest on Mikel Merino, Mikel Arteta, Ademola Lookman, Victor Osimhen, Nico Williams and Eddie Nketiah ahead of Friday's deadline","Sports","https://www.football.london/arsenal-fc/transfer-news/arsenal-transfer-news-live-mikel-29810206","https://www.bing.com/th?id=OVFT.1snX2HFrpU_H1-vZMuftAi&pid=News","football","2024-08-26","neutral"
"Mason Greenwood ‘to turn back on England’ after ‘approach’ to reunite with ex-Man Utd coach","The Jamaican Football Federation have reportedly been successful in their latest approach to one-cap England forward Mason Greenwood. Greenwood has not played for England since achieving his only cap against Iceland in the Nations League in September 2020.","Sports","https://www.football365.com/news/mason-greenwood-turn-back-on-england-approach-reunite-ex-man-utd-coach-mcclaren-jamaica","https://www.bing.com/th?id=OVFT.6zsPVKhkEUq1z8x_tLqJIy&pid=News","Football365","2024-08-23","neutral"
"Pirates to induct seven-time MLB MVP Barry Bonds into franchise Hall of Fame","The Pittsburgh Pirates announced that they'll induct former seven-time MLB MVP Barry Bonds into their Hall of Fame on Aug. 24.","Sports","https://www.foxnews.com/sports/pittsburgh-pirates-induct-barry-bonds-franchise-hall-fame-august-24","https://www.bing.com/th?id=OVFT.avsrlcPWsFzbmNVVuErbky&pid=News","Fox News","2024-08-23","neutral"
"Live AFL scores 2024, Western Bulldogs vs GWS Giants, Round 24: Updates, stats, blog, start time, teams, live ladder, finals scenarios, latest news","The match gets underway at 12:30pm from Mars Stadium. Watch it live on Fox Footy (channel 504), streaming on Kayo and via Hubbl from 12pm. Follow Western Bulldogs v GWS in our live blog below!","Sports","https://www.foxsports.com.au/afl/live-afl-scores-2024-western-bulldogs-vs-gws-giants-round-24-updates-stats-blog-start-time-teams-live-ladder-finals-scenarios-latest-news/news-story/2dc34aee374969b21f86ae1e1abbd765","https://www.bing.com/th?id=OVFT.cTpUcckpKGTxFjcJqTiW_C&pid=News","Fox Sports","2024-08-25","neutral"
"Phillies vs. Royals Prediction, Odds, Picks - August 23","Preview the August 23 matchup between the Philadelphia Phillies and Kansas City Royals with odds over/under, game spread, betting lines and more.","Sports","https://www.foxsports.com/articles/mlb/phillies-vs-royals-prediction-odds-picks-august-23","https://www.bing.com/th?id=OVFT.fRO8aozKyho4S8XcPy6G3S&pid=News","Fox Sports","2024-08-23","neutral"
"Everton transfers news LIVE - Neal Maupay wanted, Jarrad Branthwaite latest, Paddy Power","Part of the reason for that tentative outlook is the continuing off-field situation, with US businessman John Textor now the latest frontrunner in the two year-plus effort by Farhad Moshiri to find investment in the club - or a new owner altogether.","Sports","https://www.liverpoolecho.co.uk/sport/football/football-news/everton-transfer-news-live-branthwaite-29807128","https://www.bing.com/th?id=OVFT.WbwThbyzqOwO0e5mOQ4mgC&pid=News","Liverpool Echo","2024-08-25","neutral"
"Man United transfer news RECAP Manuel Ugarte move close amid Sekou Kone agreement","Keep across all the latest Manchester United transfer news in the Manchester Evening News' dedicated live blog","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/man-united-transfer-news-live-29786474","https://www.bing.com/th?id=OVFT.LU8XKUulMg1Vz6nDaDMXoy&pid=News","Manchester Evening News","2024-08-23","neutral"
"Man United transfer news LIVE - Manuel Ugarte medical, Sancho exit issue, bid 'rejected'","The Englishman is in talks to leave United this summer, with Juventus the latest club expressing their interest in him. There will seemingly be other outgoings as well. Ten Hag also spoke about Manuel Ugarte possibly (and now expectedly) arriving.","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/man-united-transfer-news-live-29806523","https://www.bing.com/th?id=OVFT.Oxoaf4ENvtFZrF8zIUn8YC&pid=News","Manchester Evening News","2024-08-25","neutral"
"Man United transfer news LIVE Jadon Sancho swap, Manuel Ugarte medical, McTominay 'agreement'","Having signed four players - Joshua Zirkzee, Leny Yoro, Matthijs de Ligt and Noussair Mazraoui - United have already spent over £150million in transfers but that amount is expected to rise in the coming days. It's reported that the club are closing in on a deal to sign Manuel Ugarte from Paris Saint-Germain.","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/man-united-transfer-news-live-29810286","https://www.bing.com/th?id=OVFT.9ZGCYcwnZf4_TcsKyKjEGC&pid=News","Manchester Evening News","2024-08-26","neutral"
"Manuel Ugarte to Manchester United 'enters final stages' as transfer complication emerges","All the latest Manchester United transfer rumours and headlines with updates on Antony, Manuel Ugarte and Jadon Sancho","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/manuel-ugarte-manchester-united-enters-29805432","https://www.bing.com/th?id=OVFT.mbt68l5epg82Lla9mHNDAy&pid=News","Manchester Evening News","2024-08-25","neutral"
"Three Chelsea players Manchester United could take in Jadon Sancho swap transfer","The latest Man United transfer news as Chelsea are said to be showing an interest in Sancho in the final days of the window with a swap deal said to be a possibility.","Sports","https://www.manchestereveningnews.co.uk/sport/football/transfer-news/three-chelsea-players-manchester-united-29810832","https://www.bing.com/th?id=OVFT.bo_4PS0-sr_e1Tc4a_XbTi&pid=News","Manchester Evening News","2024-08-26","neutral"
"Transfer news LIVE: Juventus open Sancho talks, Merino jets in for Arsenal medical, Man Utd's Ugarte boost","Man Utd continue their efforts to sign Manuel Ugarte, Arsenal look to complete the transfer of Mikel Merino and Ilkay Gundogan is set to return to Manchester City as the window heats up","Sports","https://www.mirror.co.uk/sport/football/transfer-news/transfer-news-live-manutd-liverpool-33515061","https://www.bing.com/th?id=OVFT.AdBKyVAQhejlk_DQAXffxC&pid=News","The Mirror","2024-08-23","neutral"
"Maddux's artistry unpacked in new MLB Network doc","MLB hitters longed to get inside the mind of Greg Maddux as he left them flummoxed and pitched his way to a dominant Hall of Fame career. Now, 16 years after Maddux last toed the rubber, a new documen","Sports","https://www.mlb.com/cubs/news/greg-maddux-documentary-mlb-network","https://www.bing.com/th?id=OVFT.Eqn_d_TBx35l0uFg2U194S&pid=News","MLB","2024-08-22","neutral"
