FacilityAccessibilityText,FacilityAdaAccess,FacilityEmail,FacilityID,FacilityLatitude,FacilityLongitude,FacilityMapURL,FacilityName,FacilityPhone,FacilityReservationURL,FacilityTypeDescription,TYPE,LastUpdatedDate,LegacyFacilityID,EntityID,EntityMediaID,EntityType,Height,IsGallery,IsPreview,IsPrimary,MediaType,Subtitle,Title,URL,Width,OrgFacilityID,ParentOrgID,ParentRecAreaID,Reservable,StayLimit
"","No","fair_information@nps.gov","259323",64.846091999999999,-147.71271100000001,"","Fairbanks Alaska Public Lands Information Center","(907) 459-3730","","Facility","Point",2021-12-22 00:00:00.0000000,"","259323","10092917","Facility",4821,True,True,True,"Image","Flowers in front of the entrance to the Morris Thompson Cultural & Visitors Center in summer.","Morris Thompson Cultural & Visitors Center Entrance in Summer","https://cdn.recreation.gov/public/2020/11/02/17/46/259323_29786b31-bca0-4201-9444-3df869902492.jpeg",7360,"123","128","2992",False,""
"","No","yuch_visitor_information@nps.gov","259322",64.790182000000001,-141.203541,"","Eagle Visitor Center","(907) 547-2233","","Facility","Point",2021-12-23 00:00:00.0000000,"","259322","10074054","Facility",3642,True,True,True,"Image","Yukon-Charley Rivers Headquarters Office in Eagle, Alaska","Yukon-Charley Rivers Headquarters Office in Eagle, Alaska","https://cdn.recreation.gov/public/2020/08/20/15/25/259322_401433e7-3eee-477e-9f6d-81a83c9f41f3.jpeg",5267,"113","128","2992",False,""
"","","CAVO_interp@nps.gov","258541",0,0,"","Capulin Volcano Visitor Center","(575) 278-2201","","Facility","Point",2020-09-10 00:00:00.0000000,"",,,,,,,,,,,,,"2518","128","2623",False,""
"","","","272062",38.767195999999998,-107.90205,"https://www.blm.gov/sites/blm.gov/files/documents/files/CO_GunnisonGorge_NCA_NEW.pdf","Orchard Boat Ramp","970-240-5300","","Facility","Point",2022-01-03 00:00:00.0000000,"",,,,,,,,,,,,,"","126","13399",False,""
"","No","","272061",38.784750000000003,-107.83655,"https://www.blm.gov/sites/blm.gov/files/uploads/programs_national-conservation-lands_colorado_gunnison-gorge_map.pdf","Gunnison Forks Day Use Area","970-240-5300","","Facility","Point",2023-04-14 00:00:00.0000000,"",,,,,,,,,,,,,"","126","13399",False,""
"","No","","272060",38.521312000000002,-107.859162,"https://www.blm.gov/sites/blm.gov/files/uploads/programs_national-conservation-lands_colorado_gunnison-gorge_map.pdf","Flat Top OHV Staging Area","970-240-5300","","Facility","Point",2023-04-14 00:00:00.0000000,"",,,,,,,,,,,,,"","126","13399",False,""
"","No","BLM_OR_BU_Mail@blm.gov","262776",42.740336999999997,-118.643732,"https://flic.kr/p/NZzdN4","Fish Lake Campground","541-573-4400","","Facility","Point",2023-04-05 00:00:00.0000000,"","262776","10005944","Facility",810,True,False,False,"Image","View of Fish Lake.","Fish Lake","https://cdn.recreation.gov/public/2019/05/13/15/17/262776_8447a29a-0140-4c86-9fc6-393176cfc1c5_1440.jpeg",1440,"","126","1830",False,"14 day."
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10111822","Facility",4000,True,True,True,"Image","Learn about the park by speaking with a Park Ranger!","Bear Gulch Nature Center","https://cdn.recreation.gov/public/2021/02/02/00/35/10092968_c12b411c-db94-4458-a86e-68736a625d8f.jpeg",6000,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10328605","Facility",563,True,False,False,"Image","Many visitors come here to take rest from the heat of the day","Bear Gulch Nature Center","https://cdn.recreation.gov/public/2024/08/05/20/45/10092968_1034380b-9481-428c-a244-ee288695ff70.jpeg",750,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10329228","Facility",1440,True,False,False,"Image","Ask questions and get trail advice from park staff","Bear Gulch Nature Center front desk","https://cdn.recreation.gov/public/2024/08/10/17/41/10092968_21dc9869-cf3f-4441-aba5-0c35c7f8a01f.jpeg",1920,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10329229","Facility",1440,True,False,False,"Image","Learn about the park and take rest while watching a short park film","Bear Gulch Nature Center","https://cdn.recreation.gov/public/2024/08/10/21/35/10092968_670833b1-2dc4-4080-8c7b-9614bc422c5a.jpeg",1920,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10329234","Facility",1440,True,False,False,"Image","Items to hold and look at with care.","Bear Gulch Nature Center exhibit items","https://cdn.recreation.gov/public/2024/08/10/22/17/10092968_0bf1f0c4-324c-4360-bd59-0a109350534d.jpeg",1920,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10329230","Facility",1440,True,False,False,"Image","Learn about what makes Pinnacles National Park special","Nature Center displays","https://cdn.recreation.gov/public/2024/08/10/21/41/10092968_010e9fac-88ea-49a2-89b1-3bb7605fa2ea.jpeg",1920,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10329231","Facility",1440,True,False,False,"Image","Touch tables and wildlife displays help connect visitors of all ages.","Bear Gulch Nature Center","https://cdn.recreation.gov/public/2024/08/10/21/49/10092968_26d04c1a-bedb-48e3-8adc-92d930eee6aa.jpeg",1920,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10329232","Facility",1440,True,False,False,"Image","View from the front desk counter","Bear Gulch Nature Center","https://cdn.recreation.gov/public/2024/08/10/22/02/10092968_b9688581-74d6-4c50-8d58-55e315a2fa3e.jpeg",1920,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10329233","Facility",1440,True,False,False,"Image","Display pieces that you can interact with","Bear Gulch Nature Center exhibits","https://cdn.recreation.gov/public/2024/08/10/22/11/10092968_52a062c9-f68e-4958-aab1-772e1629b562.jpeg",1920,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10328387","Facility",1944,True,False,False,"Image","Nature Center during a rare snow event","Bear Gulch Nature Center","https://cdn.recreation.gov/public/2024/08/03/18/24/10092968_8953941c-6ca1-417e-bd74-00691fc59af8.jpeg",2592,"5884","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092968",36.481363000000002,-121.18080500000001,"","Bear Gulch Nature Center","(831) 389-4486","","Visitor Center","Point",2024-08-10 00:00:00.0000000,"","10092968","10328388","Facility",1944,True,False,False,"Image","Bear Gulch Nature Center and Bear Gulch Day Use Area parking","Bear Gulch Nature Center","https://cdn.recreation.gov/public/2024/08/03/18/28/10092968_926227a5-f1f0-41b4-a881-2a2cff1fb366.jpeg",2592,"5884","128","2893",False,""
"","No","cavo_interpretation@nps.gov","10050550",36.778697999999999,-103.980008,"","Capulin Volcano Visitor Center","(575) 278-2201","","Visitor Center","Point",2022-06-01 00:00:00.0000000,"","10050550","10081254","Facility",3456,True,True,True,"Image","Capulin Volcano Visitor Center in Snow","Capulin Volcano Visitor Center In Snow","https://cdn.recreation.gov/public/2020/09/20/20/26/10050550_450906f3-411d-4587-94b2-2b567e5cecd4.jpeg",5184,"5766","128","2623",False,""
"","No","cavo_interpretation@nps.gov","10050550",36.778697999999999,-103.980008,"","Capulin Volcano Visitor Center","(575) 278-2201","","Visitor Center","Point",2022-06-01 00:00:00.0000000,"","10050550","10081253","Facility",292,True,False,False,"Image","Exhibits in Visitor Center","Exhibits in the Visitor Center","https://cdn.recreation.gov/public/2020/09/20/20/02/10050550_a2849f7d-9727-46c6-bf1b-5283852e845b.jpeg",389,"5766","128","2623",False,""
"","No","cure_info@nps.gov","10091415",38.444304000000002,-107.555543,"","Cimarron Campground","","","Campground","Point",2024-05-29 00:00:00.0000000,"","10091415","10091417","Facility",294,True,True,True,"Image","Cimarron Campground","Cimarron Campground","https://cdn.recreation.gov/public/2020/10/27/20/49/10091415_c40560a0-7f7a-4499-921e-535c941c2912.jpeg",688,"7711","128","2651",False,""
"","No","cure_info@nps.gov","10105968",38.384458000000002,-107.242875,"","Gateview Campground","","","Campground","Point",2024-01-02 00:00:00.0000000,"","10105968","10324219","Facility",1512,True,True,True,"Image","Lake Form Arm at Gateview","Lake Form Arm at Gateview","https://cdn.recreation.gov/public/2024/06/24/20/32/10105968_802eb3c4-94c7-4076-9f72-b6b0ede90544.jpeg",1512,"7742","128","2651",False,""
"","No","cure_info@nps.gov","10104811",38.484113999999998,-107.18843699999999,"","Dry Gulch Campground","","","Campground","Point",2021-12-23 00:00:00.0000000,"","10104811","10104815","Facility",960,True,False,False,"Image","Dry Gulch Campground Sites","Dry Gulch Campground Sites","https://cdn.recreation.gov/public/2020/12/29/18/25/10104811_90f7382d-9df9-41b5-a55f-a7bfa9561db4.jpeg",1280,"7738","128","2651",False,""
"","No","cure_info@nps.gov","10104811",38.484113999999998,-107.18843699999999,"","Dry Gulch Campground","","","Campground","Point",2021-12-23 00:00:00.0000000,"","10104811","10104814","Facility",960,True,True,True,"Image","Dry Gulch Campground","Dry Gulch Campground","https://cdn.recreation.gov/public/2020/12/29/18/24/10104811_9eda85ec-080d-4e38-936f-372cdb4c675f.jpeg",1280,"7738","128","2651",False,""
"","No","cure_info@nps.gov","10104811",38.484113999999998,-107.18843699999999,"","Dry Gulch Campground","","","Campground","Point",2021-12-23 00:00:00.0000000,"","10104811","10104816","Facility",960,True,False,False,"Image","Dry Gulch Horse Corral","Dry Gulch Horse Corral","https://cdn.recreation.gov/public/2020/12/29/18/26/10104811_1876df0c-354d-4b9d-91a9-704f19f17a17.jpeg",1280,"7738","128","2651",False,""
"","","","10104819",38.527059999999999,-107.649484,"","East Portal Campground","970-641-2337 x205","","Campground","Point",2024-08-20 00:00:00.0000000,"10104819","10104819","10104827","Facility",3456,True,False,False,"Image","Ten of the 15 sites are walk-in tent sites.","East Portal Campground - Walk-in sites","https://cdn.recreation.gov/public/2020/12/29/21/45/10104819_36958181-6c4c-46a6-9875-97dbebd3b77e.jpeg",5184,"7739","128","2651",True,""
"","No","cure_info@nps.gov","10050756",38.467002000000001,-107.165801,"","Elk Creek Visitor Center","(970) 641-2337","","Visitor Center","Point",2024-04-26 00:00:00.0000000,"","10050756","10053442","Facility",538,True,True,True,"Image","Elk Creek Visitor Center","Elk Creek Visitor Center","https://cdn.recreation.gov/public/2024/04/26/16/11/10050756_e7c65a7b-85ed-4854-9828-c8c66da9ce75.jpeg",800,"5768","128","2651",False,""
"","No","fopu_information@nps.gov","10087483",32.027151000000003,-80.892723000000004,"","Fort Pulaski Visitor Center","(912) 786-5787","","Visitor Center","Point",2021-12-23 00:00:00.0000000,"","10087483","10087901","Facility",3024,True,False,False,"Image","Exhibits inside the visitor center tell the story of Fort Pulaski","The Visitor Center Inside","https://cdn.recreation.gov/public/2020/10/14/18/03/10087483_b5d91d1f-8f3f-4bf7-97cf-f2c1b2724770.png",4032,"5843","128","2699",False,""
"","No","fopu_information@nps.gov","10087483",32.027151000000003,-80.892723000000004,"","Fort Pulaski Visitor Center","(912) 786-5787","","Visitor Center","Point",2021-12-23 00:00:00.0000000,"","10087483","10087851","Facility",2962,True,True,True,"Image","The visitor center was constructed in 1964 and is inspired by the Kresge Chapel at M.I.T. in Boston.","The Visitor Center from the Northeast","https://cdn.recreation.gov/public/2020/10/14/14/41/10087483_78cf82ab-8cfe-4d07-a4f7-34b040f113d2.jpeg",3829,"5843","128","2699",False,""
"","No","fopu_information@nps.gov","10087483",32.027151000000003,-80.892723000000004,"","Fort Pulaski Visitor Center","(912) 786-5787","","Visitor Center","Point",2021-12-23 00:00:00.0000000,"","10087483","10087852","Facility",3024,True,False,False,"Image","The west landing of the visitor center reveals a wonderful view of Fort Pulaski.","The Visitor Center from the Southeast","https://cdn.recreation.gov/public/2020/10/14/14/43/10087483_b27faffd-924e-4332-9a0a-b5a2b8278b30.jpeg",4032,"5843","128","2699",False,""
"","No","stan_mcgee@nps.gov","10192613",45.570039000000001,-107.430091,"","Little Bighorn Battlefield Visitor Center","(406) 638-3216","","Visitor Center","Point",2024-07-03 00:00:00.0000000,"","10192613","10303756","Facility",3456,True,False,False,"Image","Visitor Center at Little Bighorn Battlefield","Visitor Center Entrance","https://cdn.recreation.gov/public/2024/01/24/19/57/10192613_11b22779-0d85-43ad-b032-4fc38cb0bef5.png",4608,"5979","128","2805",False,""
"","No","stan_mcgee@nps.gov","10192613",45.570039000000001,-107.430091,"","Little Bighorn Battlefield Visitor Center","(406) 638-3216","","Visitor Center","Point",2024-07-03 00:00:00.0000000,"","10192613","10193852","Facility",480,True,False,False,"Image","Little Bighorn Battlefield National Monument Visitor's Center","Little Bighorn Battlefield Visitor's Center","https://cdn.recreation.gov/public/2024/01/24/16/19/10192613_96f93735-4ec5-4e33-8692-269502725f7a.jpeg",640,"5979","128","2805",False,""
"","No","stan_mcgee@nps.gov","10192613",45.570039000000001,-107.430091,"","Little Bighorn Battlefield Visitor Center","(406) 638-3216","","Visitor Center","Point",2024-07-03 00:00:00.0000000,"","10192613","10303755","Facility",3456,True,True,True,"Image","Visitor Center at Little Bighorn Battlefield","Visitor Center Entrance","https://cdn.recreation.gov/public/2024/01/24/19/51/10192613_c27f55e7-496f-4cd9-b0d3-da4e735a9172.png",4608,"5979","128","2805",False,""
"","No","stan_mcgee@nps.gov","10192613",45.570039000000001,-107.430091,"","Little Bighorn Battlefield Visitor Center","(406) 638-3216","","Visitor Center","Point",2024-07-03 00:00:00.0000000,"","10192613","10303754","Facility",3456,True,False,False,"Image","Path to the visitor center.","Visitor Center at Little Bighorn Battlefield","https://cdn.recreation.gov/public/2024/01/24/19/43/10192613_7c9b1a89-7a79-450a-ac09-e2a2bbca8888.png",4608,"5979","128","2805",False,""
"","","","VR2867",38.881403797000097,-77.042579023000002,"","West Potomac Park Softball Fields","","","Venue Reservations","Point",2023-03-02 00:00:00.0000000,"",,,,,,,,,,,,,"","128","2870",True,""
"","","","VR2866",38.886193616000099,-77.046273064999994,"","West Potomac Park Mixed Use Fields","","","Venue Reservations","Point",2024-07-18 00:00:00.0000000,"",,,,,,,,,,,,,"","128","2870",True,""
"","","","VR2862",38.857693543000003,-77.022404776000002,"","Hains Point Mixed Use Field","","","Venue Reservations","Point",2023-03-02 00:00:00.0000000,"",,,,,,,,,,,,,"","128","2870",True,""
"","","","VR2829",38.886694400000103,-77.033994141999997,"","East Potomac Park Softball Fields","","","Venue Reservations","Point",2023-03-02 00:00:00.0000000,"",,,,,,,,,,,,,"","128","2870",True,""
"","","","VR2864",38.891457710000097,-77.049363932999896,"","Lincoln Memorial Grounds Softball Fields","","","Venue Reservations","Point",2023-03-02 00:00:00.0000000,"",,,,,,,,,,,,,"","128","2870",True,""
"","","","VR21297",38.859221325999997,-77.022515252007196,"","Hains Point Picnic Area (East Potomac Park)","","","Venue Reservations","Point",2023-07-18 00:00:00.0000000,"",,,,,,,,,,,,,"","128","2870",True,""
"","No","natc_superintendent@nps.gov","10082736",31.543161999999999,-91.383117999999996,"","Melrose Visitor Center","(601)4465790","","Visitor Center","Point",2021-12-23 00:00:00.0000000,"","10082736","10086637","Facility",190,True,True,True,"Image","The Melrose Visitor Center is located in the former detached kitchen building of the estate.","Melrose Visitor Center","https://cdn.recreation.gov/public/2020/10/09/18/56/10082736_2c6eae47-b447-450e-a1ed-392fc866e116.jpeg",265,"5826","128","2871",False,""
"","No","natc_superintendent@nps.gov","10082751",31.560092999999998,-91.405822999999998,"","William Johnson House Visitor Center","(601)44657960","","Visitor Center","Point",2024-04-17 00:00:00.0000000,"","10082751","10082753","Facility",5133,True,True,True,"Image","The William Johnson House was home to a prosperous free man of color in the 19th century.","William Johnson House","https://cdn.recreation.gov/public/2020/09/25/15/39/10082751_3cbe16f6-3eda-4240-a8e8-bfd4166a8e8b.jpeg",3422,"5827","128","2871",False,""
"","No","Pinn_visitor_information@nps.gov","10092943",36.477513000000002,-121.225882,"","West Pinnacles Visitor Contact Station","(831) 389-4427","","Visitor Center","Point",2024-08-09 00:00:00.0000000,"","10092943","10328607","Facility",1536,True,False,False,"Image","A glimpse inside the West Visitor Contact Station","West Visitor Contact Station","https://cdn.recreation.gov/public/2024/08/05/20/51/10092943_0e1bafd9-b4ca-4cf0-8b46-52cc54116ea9.jpeg",2048,"5883","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092943",36.477513000000002,-121.225882,"","West Pinnacles Visitor Contact Station","(831) 389-4427","","Visitor Center","Point",2024-08-09 00:00:00.0000000,"","10092943","10328282","Facility",998,True,False,False,"Image","West Visitor Contact Station on a sunny day","West Visitor Contact Station","https://cdn.recreation.gov/public/2024/08/02/23/12/10092943_9f424cbf-cb9d-4e05-b96f-4cc7b862f7a2.jpeg",1500,"5883","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092943",36.477513000000002,-121.225882,"","West Pinnacles Visitor Contact Station","(831) 389-4427","","Visitor Center","Point",2024-08-09 00:00:00.0000000,"","10092943","10328283","Facility",998,True,False,False,"Image","A park ranger helping a park visitor","Inside the West Visitor Contact Station","https://cdn.recreation.gov/public/2024/08/02/23/17/10092943_315a7c8c-2e4e-4856-9917-fe1907295bb7.jpeg",1500,"5883","128","2893",False,""
"","No","Pinn_visitor_information@nps.gov","10092943",36.477513000000002,-121.225882,"","West Pinnacles Visitor Contact Station","(831) 389-4427","","Visitor Center","Point",2024-08-09 00:00:00.0000000,"","10092943","10092958","Facility",1597,True,True,True,"Image","Learn about the park by speaking with a Park Ranger!","Pinnacles West Contact Station","https://cdn.recreation.gov/public/2021/02/01/23/58/10092943_05dc923f-b57f-4cee-b2c9-c952edb6566e.jpeg",2400,"5883","128","2893",False,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","27df1cf2-c3bf-48b0-849a-d6ab851a6a5e","Facility",1000,True,False,False,"Image","","Bridge to tent site 2","https://cdn.recreation.gov/public/2021/10/13/16/45/234057_d96657dc-b16f-4103-a041-50746d9e870b_1440.jpg",1440,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","1f2b614a-500e-479f-947c-1bce11d9c0b7","Facility",525,True,False,False,"Image","","Tent site 1","https://cdn.recreation.gov/public/2021/10/13/16/44/234057_3b05e922-a15b-46e3-bff6-51e340685f9e_700.jpg",700,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","ff5ee9ef-c168-46a4-b418-0ffd7c50e7c6","Facility",885,True,False,False,"Image","","Trash","https://cdn.recreation.gov/public/2021/10/13/16/51/234057_3bb87da5-b53c-4465-b91e-28b4f542c4c5_1440.jpg",1440,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","c62344a9-950d-45b3-a97e-3a3668b76803","Facility",525,False,True,False,"Image","","Pavilion","https://cdn.recreation.gov/public/2021/10/13/16/33/234057_c100090e-8d38-4ded-ba69-0464f36cf5b6_700.jpg",700,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","f23cb07d-50a6-4332-b9c3-4c8783921d82","Facility",340,False,False,False,"Image","","View of group site","https://cdn.recreation.gov/public/2019/05/03/14/35/234057_c439cf8c-32d7-409d-a95e-49a16014effe_1440.jpg",1440,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","d79f07af-0486-4eb2-a208-26d1c8ec3d64","Facility",525,True,False,False,"Image","","Fire pit 2","https://cdn.recreation.gov/public/2021/10/13/16/43/234057_2c2b29b5-da78-4412-b848-65826eba466e_700.jpg",700,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","53320d3b-4b1f-4263-8c4e-bf4e3d986bc2","Facility",525,True,False,False,"Image","","Parking lot","https://cdn.recreation.gov/public/2021/10/13/16/50/234057_6af547e2-2b5a-4549-b873-a8842f84e0bc_700.jpg",700,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","79373460-36b7-4732-af18-248f2101ebf6","Facility",683,True,False,False,"Image","","Fire pit 1","https://cdn.recreation.gov/public/2021/10/13/16/35/234057_0341696c-14d8-4a33-a7d2-b0996a4298f2_1440.jpg",1440,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","e78c33d8-998c-4fce-8d19-d66a2d6aaa5f","Facility",525,True,False,False,"Image","","Tent site 2,","https://cdn.recreation.gov/public/2021/10/13/16/49/234057_cae9d514-35fa-4913-b058-027627a07148_700.jpg",700,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","c51e913f-b750-47e0-9a0d-44ccb9026005","Facility",525,True,False,False,"Image","","EAST ELK CREEK GROUP CAMPSITE","https://cdn.recreation.gov/public/2024/03/24/16/35/234057_6ed42f1c-827e-42d6-b6e7-4421bc2034f6_700.jpg",700,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","a7d91484-d082-4900-958d-c03b779baa24","Facility",525,True,False,False,"Image","","Bighorn Ram","https://cdn.recreation.gov/public/2024/03/24/16/37/234057_bb43c035-a02f-4494-b32d-3090a434e77e_700.jpg",700,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","d257a083-4fcd-4c79-81a6-4b9a280154f5","Facility",896,True,False,False,"Image","","Tent site 2","https://cdn.recreation.gov/public/2021/10/13/16/47/234057_3633c1ab-e62a-4fd1-abf5-c2004e75adcf_1440.jpg",1440,"AN374064","128","2651",True,""
"","N","","234057",38.485555599999998,-107.17222219999999,"","EAST ELK CREEK GROUP CAMPSITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74064","234057","cad1bfc6-370f-4b99-bdec-68fa91fa37b6","Facility",810,False,False,True,"Image","","A blazing campfire at Elk Creek Campground","https://cdn.recreation.gov/public/2024/03/24/16/34/234057_3f525ffa-4803-4d6b-aa2a-5654500def14_1440.jpg",1440,"AN374064","128","2651",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","cfca6061-627c-416c-98a6-b64037c10ed8","Facility",960,True,False,False,"Image","","View of Pinnacles Formations","https://cdn.recreation.gov/public/2020/12/03/05/08/234015_5cbb5ed4-0c65-4a31-8368-3df7be1bbdf1_1440.jpg",1440,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","2578555","Facility",360,True,False,False,"Image","","PINNACLES CAMPGROUND","https://cdn.recreation.gov/public/images/75961.jpg",540,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","5015db3f-f7d8-4e92-a089-993d8e90dcc8","Facility",585,True,False,False,"Image","","Pinnacles Campground Map (updated April 2020)","https://cdn.recreation.gov/public/2021/04/12/03/41/234015_59e4ffa4-90ab-4472-ba0e-2668939a4b7c_1440.jpg",1440,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","85ed024d-69d2-4961-b467-9534c6d6e0ea","Facility",960,True,False,False,"Image","","Deer at Pinnacles Campground","https://cdn.recreation.gov/public/2020/12/03/05/07/234015_b01baf8a-6ceb-4e8c-8679-a14ef65a0123_1440.jpg",1440,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","3153e454-7b8d-412d-a1f1-acf44fb6c362","Facility",524,False,True,False,"Image","","Pinnacles National Park Campground","https://cdn.recreation.gov/public/2019/05/06/04/13/234015_f2f67de3-3fec-4a13-a4f7-3cf4b1bf3d59_700.jpg",700,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","1a74732d-9e85-40ad-badc-13c4f9e465da","Facility",960,True,False,False,"Image","","Pinnacles Campground Loop B","https://cdn.recreation.gov/public/2020/12/03/05/05/234015_296c943d-7227-44fe-a4b0-dab64c6202b4_1440.jpg",1440,"AN373984","128","2893",True,""
